id,user_id,event_id,star_rating
398,IfZNICo1DChyc6ZpkxHCXVtadiu1,35,5
408,XUWcOLXdtxYdg8QZhvj7Jj16rBL2,35,2
410,b8uXSkXhtXMVToRVgY6DUZmLeej2,35,5
411,yhke1eUKBQYQFFffzqemmunhpBf1,35,5
413,gDBfeZWdJqf7V1m7RnTXQL9BHVk1,35,5
407,Tsvxesr41dQKG7FPLKRhFiCmTnH3,35,2
394,nISG69Tgd2RJqWhpGnnJPuRs85C2,35,5
414,D9Q6l4seFObFpgwPnPcx0Omz6wm2,28,5
415,3A7lX6F1vmSRkSil8VyOs01Nk922,28,5
418,GI1pvuN7IIV5nZVtO6Udt4KC2LX2,28,4
419,7aw4D2csOtWp4ndgtZrLYxnju0g1,28,4
420,d2VKBPfHyBdL4rx4WKR1ubmFiA63,28,5
423,ksEddrY4fCemgd33lDQsw96HEKt2,28,5
424,UT2qkEJTQ8gWJf4WAmiqqnDiru62,28,5
426,7pcWKYmYXBWBhnVKVMw8OE7y6aX2,28,5
427,cHQoC3pAWwWCzuZbN8gHMt89jNm2,28,4
428,Bio2cKp9sjMZSiH62yVGd0XLf2k2,28,5
416,teSF2vixYUcSpQSQ3qEZZfIGFaH3,28,5
430,AsU1eStMRzbnWXU8sLhpPwWkQds1,38,5
436,kPyn9W1DoLUhcMUZA5NlQe5eKXJ3,38,4
438,U7gLls4I0bMbWyvdtfaKmu8pY3w2,38,4
440,0Ux4JkdOFTQ959oYYptlJdL6HJY2,38,5
444,GI1pvuN7IIV5nZVtO6Udt4KC2LX2,38,3
441,3DnChJHDcNVHKZyyLLa3YXpvAwH2,38,4
445,eqMBkH7fRAeHIyPE98dV8eXpMsj1,38,4
446,ald4v9Rmhqg4d0Redwq5KgQuRfE2,38,5
449,x2NduLVHHtWdTfmtjyyEmjLrrDq2,39,5
453,7Bgq5erSSubVgejH5fgulukHVII2,39,4
457,CuBQ9MooQfOmLRjIQE8EbuM73rZ2,39,4
461,t2o76SxxwOXmyOwWYO6A1bADKRo1,39,5
463,Kvm7nGWuofNcMDIt6ErADD3n2JN2,39,5
